channelTitle,video_count,avg_views,avg_likes,avg_comments,avg_engagement,avg_days_to_trend
Diamond Bro,8,2033955.5,12094.125,239.375,0.002451405485795543,4.5
Red Velvet,37,2031503.972972973,271877.2972972973,17600.864864864863,0.07070905624676445,4.243243243243243
Gorillaz,56,2025023.357142857,167000.19642857142,9051.035714285714,0.0390733125652102,4.428571428571429
EL7Z UP,7,2024814.857142857,71479.71428571429,4920.857142857143,0.015590319713358348,4.0
Felipe e Rodrigo,10,2020723.9,24721.2,6747.2,0.007282067231120085,5.5
GunsNRosesVEVO,29,2017013.0,76618.03448275862,5749.448275862069,0.024102040535827526,5.0344827586206895
Clayton e Romário,86,2008973.7325581396,10180.96511627907,860.6744186046511,0.004300333933674602,5.22093023255814
Joab Manoel Caneta Azul,29,2006954.448275862,93871.72413793103,4325.3448275862065,0.02529059415131838,5.827586206896552
IngridMichaelsonVEVO,10,2002255.4,167637.1,8127.2,0.04818089862534846,4.5
DENNIS,32,2001897.96875,44566.28125,2672.125,0.01548655923687001,6.375
Mainstreet Records,510,2000364.7156862745,138216.1431372549,6951.660784313725,0.0380573081921792,6.233333333333333
GS Gabriel,28,1998091.7142857143,204945.14285714287,1149.357142857143,0.04144419092946818,5.857142857142857
Official ATLUS West,8,1987946.375,16640.5,3014.75,0.0076319409353139914,4.5
DAN DO SHOW,9,1986489.111111111,125689.0,507.55555555555554,0.026090769092066243,6.0
Avril Lavigne,22,1984930.3636363635,171230.27272727274,13638.636363636364,0.04372771751209043,4.909090909090909
Loossemble,21,1983203.0952380951,89438.28571428571,4984.285714285715,0.030053180066527435,4.571428571428571
Paulo e Nathan,28,1981052.25,7057.392857142857,695.75,0.0024066691467778396,5.178571428571429
Bruno Campos,7,1978973.0,177266.0,707.1428571428571,0.03607607330304114,4.0
João Gomes Cantor,247,1976188.5627530364,68852.28744939271,2287.2955465587042,0.01762027746508804,5.57085020242915
Hyundai Motor Brasil,8,1974371.5,745.0,129.875,0.0002019949955259361,4.5
VALORANT Hub,5,1973168.0,64789.6,3394.8,0.014202512304467969,4.0
Seu Desejo,20,1970198.75,27143.65,3483.95,0.01378459365751076,6.55
Travis Scott,6,1968520.1666666667,202505.0,13237.0,0.04712833913982139,3.3333333333333335
Tierry Oficial,333,1965171.6486486488,51616.73573573573,3195.7837837837837,0.013381353295256698,5.201201201201201
Henrique Casttro,8,1962933.125,2866.5,155.25,0.0007742248541160466,5.5
Måneskin Official,3,1949861.0,159113.33333333334,6296.666666666667,0.03708091697226131,3.0
Lucas Guedes,270,1943843.411111111,154830.4,691.9555555555555,0.03222911881764137,3.811111111111111
Destiny 2,25,1934666.76,46582.92,5149.48,0.013256718787279657,4.84
Vitinho é Massa,6,1934645.6666666667,133635.33333333334,196.16666666666666,0.028048708564765337,3.5
Vini Theophilo,23,1929721.8260869565,140983.52173913043,339.4782608695652,0.029141460004242864,4.217391304347826
Enzo Rabelo,28,1927615.9285714286,33307.92857142857,2092.4285714285716,0.007302089176231442,5.178571428571429
Artesanato Perolamax Diy,17,1926391.0588235294,0.0,2156.5882352941176,0.0006648337033428605,11.0
EA SPORTS FIFA,64,1926243.90625,84409.5625,5722.96875,0.019744110423020243,4.3125
Naiara Azevedo,118,1926037.3220338982,36636.85593220339,5333.203389830508,0.011914007934946041,5.161016949152542
Ava Max,20,1915558.3,117083.2,7701.05,0.03311855058619523,5.45
MC Cabelinho,192,1914633.1927083333,116316.08854166667,3289.609375,0.032851094173661416,6.026041666666667
Official Arctic Monkeys,26,1907481.0,151096.57692307694,8042.615384615385,0.0366492684536612,5.1923076923076925
콜드 Colde,9,1906225.2222222222,372503.8888888889,43604.0,0.09463084869928617,5.0
Xbox,95,1903961.2315789473,94458.27368421052,6414.031578947369,0.02142115880814074,4.978947368421053
TOMORROW X TOGETHER - Topic,16,1903921.8125,147992.375,6309.5625,0.03508198340348021,5.0
Jahde Borg,30,1896280.0,166409.43333333332,558.4333333333333,0.03586981391157687,4.566666666666666
wanzamhobby Drone,8,1894348.375,60660.0,4160.5,0.014439833637464185,6.375
Harry Styles,66,1892572.2121212122,284239.80303030304,14605.0,0.07256533187569231,4.590909090909091
Israel e Rodolffo,320,1887542.128125,39420.709375,3489.584375,0.013405246031383674,5.540625
Matheus Fernandes,46,1887465.347826087,18041.630434782608,3596.108695652174,0.005756993125368895,5.782608695652174
DaftPunkVEVO,8,1886750.75,101253.25,5383.25,0.025216844633775146,4.5
ONE Championship,16,1885421.3125,35979.375,5285.8125,0.009408884527538835,5.1875
Optus Sport,8,1882133.75,25287.0,2459.25,0.006195628219135708,2.5
Raul Gil,7,1877956.5714285714,6305.571428571428,351.0,0.0014550518119710025,5.714285714285714
Raffa Torres,19,1877060.2105263157,8629.631578947368,314.4736842105263,0.002344521436330313,4.315789473684211
Sony Pictures Brasil,149,1876746.7046979866,44336.644295302016,2520.6510067114095,0.01904877664355582,5.23489932885906
Santander Brasil,22,1876647.9090909092,7583.636363636364,1056.590909090909,0.0023129172358055806,6.2272727272727275
FC Bayern München,14,1876134.357142857,38504.07142857143,2221.1428571428573,0.01326438352492704,5.5
Universal Pictures Brasil,203,1874561.2266009853,18547.679802955667,734.9162561576354,0.01338397046424749,5.103448275862069
Filipe Ret,141,1872675.4184397163,86492.63120567377,3511.709219858156,0.028405628599595754,5.50354609929078
Ludmilla,91,1872044.0329670329,86700.63736263737,5008.725274725275,0.024720067166212455,5.318681318681318
McRebeccaVEVO,8,1870008.125,142118.375,8068.0,0.03704631856835327,4.5
PineappleStormTV,361,1866732.808864266,149500.0,6748.72299168975,0.04875947237177498,5.512465373961219
Taylor Swift - Topic,25,1859135.36,126158.92,2568.08,0.03386665097087262,4.28
Gamer Robot,37,1856451.1621621621,101936.86486486487,15764.378378378378,0.02729759818229608,5.378378378378378
Justin Bieber,50,1855092.62,174277.52,9513.94,0.045344773787525536,4.68
Garena Free Fire Brasil,66,1850973.9090909092,33045.15151515151,1889.9242424242425,0.039214876775334966,4.46969696969697
Tutu Sangome TV,80,1846853.9375,140246.9,731.6,0.03296164761287431,4.1375
Amanda Ferreira,9,1846298.6666666667,157301.55555555556,5285.777777777777,0.03840982431093993,6.0
iggyazaleamusicVEVO,21,1845946.3333333333,85595.90476190476,12552.952380952382,0.043533070092899515,4.761904761904762
Bruno & Barretto,70,1842180.3,16365.085714285715,876.7428571428571,0.011093304284628248,4.871428571428571
EXO,28,1836670.4285714286,398997.10714285716,43554.92857142857,0.11266324687293343,4.25
adidas Football,10,1834306.8,29718.1,1120.1,0.007112836318311865,5.5
Void Cauan,69,1831373.391304348,2311.5797101449275,7670.63768115942,0.003278028479672078,6.260869565217392
Podpah,133,1829320.5338345864,186540.3007518797,2318.2556390977443,0.04046085975206663,4.962406015037594
Kevin O Chris,32,1823328.03125,38608.4375,1263.75,0.020422723177542047,5.4375
LSPLASH,24,1820829.1666666667,82333.125,16328.333333333334,0.025698208387786765,4.833333333333333
FIFTY FIFTY Official,16,1813237.0,104331.1875,13724.0625,0.029340893642524683,6.0625
VALORANT,53,1812486.6226415094,130945.62264150943,5661.2830188679245,0.03204095742953131,4.3584905660377355
Harper's Bazaar UK,13,1810154.4615384615,29312.384615384617,1871.8461538461538,0.0071618332985448245,4.230769230769231
Dj Ivis,82,1809136.8536585367,52811.756097560974,1221.0,0.017627892462247455,5.7439024390243905
Band Jornalismo,232,1799644.9870689656,66287.30603448275,6998.6551724137935,0.013048523469783798,4.625
Raid: Shadow Legends,7,1798642.142857143,22226.14285714286,1501.2857142857142,0.005874245760817901,4.0
TWICE - Topic,6,1796626.1666666667,261004.16666666666,18149.333333333332,0.06576509126832493,3.6666666666666665
Carlinhos Marinheiro,19,1794894.3157894737,114425.8947368421,304.1578947368421,0.023969960056673238,4.2105263157894735
Tennis TV,16,1793626.75,26774.25,3437.5,0.007920109763962808,4.5
Gien Liu,21,1793293.0,132436.47619047618,967.8095238095239,0.04398763899623901,4.285714285714286
OxladeVEVO,13,1784468.7692307692,84779.46153846153,3326.769230769231,0.023758706378257017,7.0
Emirates,7,1779111.2857142857,12833.0,669.8571428571429,0.0030650969574624576,5.0
Louix,100,1777930.18,213374.55,1183.65,0.04957058250943243,4.11
LiamPayneVEVO,21,1776216.0476190476,287859.61904761905,32609.85714285714,0.08400110650773226,5.190476190476191
Raí Saia Rodada,73,1775000.2328767122,48799.068493150684,1127.2054794520548,0.01529178227621438,5.424657534246576
ChloexHalleVEVO,12,1770378.3333333333,131036.5,10136.0,0.04267023131661132,3.75
Podcats,12,1770121.0833333333,75278.33333333333,1008.9166666666666,0.01738290068804813,6.5
Gien Shorts vlog,15,1769374.8666666667,106261.8,594.0,0.024672919273954427,5.266666666666667
Don Toliver,15,1765684.4666666666,99714.33333333333,2917.0666666666666,0.02488615822542201,5.0
Dan Ventura,9,1765196.2222222222,78974.88888888889,1955.4444444444443,0.022131306762403963,5.0
L7NNON,219,1758204.1461187215,108041.42465753424,3056.1643835616437,0.030679445867483425,5.776255707762557
Utopia,6,1748236.5,220884.33333333334,5371.5,0.053290063080064766,4.5
FIFATV,52,1748050.25,40928.88461538462,2089.903846153846,0.00897520888453335,4.461538461538462
Gustavo Mioto,33,1739026.5151515151,20545.727272727272,3544.787878787879,0.013099886768581573,6.0
Ariana Grande,73,1735112.808219178,232773.91780821918,14974.657534246575,0.0643081055962253,4.493150684931507
Need for Speed,23,1712027.7826086956,76960.91304347826,9980.304347826086,0.021701808937351595,4.739130434782608
JVKE,11,1709667.8181818181,211198.36363636365,7711.545454545455,0.05519576148909733,6.0
Monster Hunter,5,1705057.6,63575.8,5758.6,0.017046954333034887,6.0
André Fittipaldi,119,1704163.705882353,136830.84033613445,1107.4117647058824,0.03373368855950948,5.336134453781512
Eduardo Costa,216,1697793.1666666667,19518.72685185185,1626.9675925925926,0.007940479511141922,5.231481481481482
Virgínia Fonseca,884,1696650.2194570135,188474.0463800905,5931.239819004525,0.040782464928109656,5.3042986425339365
DoveCameronVEVO,26,1694619.576923077,217074.57692307694,6261.153846153846,0.05750701007722566,4.8076923076923075
네이버 NOW.,3,1692537.3333333333,117388.33333333333,2703.6666666666665,0.028737257657569185,3.0
Irmãos Lemos,180,1690444.7444444445,122159.38888888889,605.4777777777778,0.031179723662993142,4.522222222222222
LaLiga Santander,102,1689066.5196078431,16528.352941176472,832.5588235294117,0.004113495328531119,4.745098039215686
Gabrielmiranda_ofc,85,1688926.6352941177,137687.2117647059,569.7882352941176,0.03088258680766296,4.129411764705883
Ford Brasil,7,1686720.857142857,0.0,0.0,0.0,6.714285714285714
Encontro de Fenômenos,11,1685895.9090909092,50548.09090909091,758.0,0.012480627941150528,5.090909090909091
Hytalo Santos,275,1684022.8254545454,107747.01818181819,5358.087272727273,0.02792488900613712,5.221818181818182
Amazon Prime Video,7,1683319.857142857,52066.0,4328.142857142857,0.015092349557754778,4.571428571428571
Douglas E Vinicius,14,1678677.142857143,5235.714285714285,925.7142857142857,0.0018916279523006712,4.5
Construction Time,9,1677316.888888889,12962.777777777777,340.0,0.003202394355332569,7.0
NBC,29,1677255.551724138,41698.68965517241,2433.6206896551726,0.01619919261887874,4.655172413793103
Life Song Records,8,1674461.5,88700.875,1015.375,0.026091485690836545,5.5
iHeartRadio,23,1674109.956521739,138314.1739130435,5461.652173913043,0.039266725099503484,5.739130434782608
Michel Teló,22,1670918.5,15553.681818181818,674.6818181818181,0.008627540933029304,5.181818181818182
LUKINHAS FREESTYLE,15,1670094.9333333333,150196.4,287.8,0.04080879856340281,4.266666666666667
Irmãos Villa,34,1669368.9705882352,129028.0294117647,579.5588235294117,0.03157522882885495,3.5294117647058822
GustavoMiotoVEVO,196,1668348.418367347,23902.51530612245,2275.688775510204,0.014946016099215998,5.270408163265306
Lil Peep,5,1668122.8,294399.8,24030.4,0.08307907883068935,3.8
YouTube Edu,8,1664100.75,18388.75,480.5,0.005537495986609607,3.5
Peacock,13,1662969.6923076923,18835.0,1234.7692307692307,0.00593728504865408,3.769230769230769
CLEPTON,149,1658742.7919463087,202842.3355704698,652.1946308724832,0.0504833324529878,4.724832214765101
LeoSantanaVEVO,106,1653938.7452830188,42503.160377358494,1735.801886792453,0.012852026653632415,5.2075471698113205
Emilly Vick,552,1652198.4873188406,14409.463768115942,3337.2916666666665,0.004605451557568147,4.445652173913044
Sobre Funk,11,1648228.1818181819,100850.54545454546,3433.5454545454545,0.02579682548421414,5.2727272727272725
Billie Eilish,153,1640700.4836601308,230378.2026143791,14226.137254901962,0.06609945641737675,4.751633986928105
Cyberpunk 2077,31,1639062.4516129033,72727.16129032258,6286.903225806452,0.024826283699014826,5.064516129032258
MATECA,18,1638220.7777777778,163678.66666666666,7592.055555555556,0.046652028032839576,5.5
Filtr Brasil,24,1637112.5,12270.791666666666,556.625,0.0035254923775814087,4.708333333333333
Modder Dois,8,1622218.25,160887.125,3825.75,0.04128433895685777,4.5
mad tsai,8,1618765.125,166556.625,3337.625,0.04324501702363935,9.5
whinderssonnunes,348,1615393.8994252873,307071.2356321839,10801.163793103447,0.0756720701273502,5.241379310344827
NMIXX,17,1612731.294117647,117913.17647058824,4268.470588235294,0.03292021269764642,5.411764705882353
Iggy Azalea,5,1612036.8,121901.0,9583.0,0.03707820147673097,4.6
Bedjine officiel,6,1608297.6666666667,66356.66666666667,11940.833333333334,0.02260816644402519,4.5
Leo Chaves,52,1606583.6346153845,22795.44230769231,547.5961538461538,0.008885473569871967,5.615384615384615
Gustavo Rocha,8,1605363.5,189053.75,15898.125,0.05828043254246716,4.5
Rihanna,8,1604223.375,78679.5,3496.25,0.022140329908082373,4.5
FelipeAraujoVEVO,105,1601895.019047619,18575.257142857143,699.0666666666667,0.009616172398408288,5.190476190476191
kylegordonisgreat,5,1600573.2,139978.0,6246.8,0.0374779656496539,5.0
Riverdale,8,1597114.75,103015.25,7955.75,0.02967811976695748,6.0
Stray Kids - Topic,69,1593939.8115942029,180272.46376811594,5050.797101449275,0.05330771932184515,4.2898550724637685
PablloVittarVEVO,7,1592549.7142857143,88909.42857142857,24434.428571428572,0.036929599534214964,4.0
The Walking Dead,18,1591242.2777777778,57364.444444444445,3805.277777777778,0.016744456813301375,6.111111111111111
Natan por Aí,702,1590692.329059829,50859.86752136752,1156.6609686609686,0.01282226384301061,5.594017094017094
Love Funk,346,1590392.3815028903,88336.21387283238,6593.771676300578,0.0298135457981319,6.03757225433526
Vinicius da Ilha,23,1590174.9130434783,167138.08695652173,1437.608695652174,0.04469840168572056,5.521739130434782
SAD-ist,6,1587663.5,305302.0,12612.0,0.08514275762991315,3.5
Netto e Henrique,11,1584987.0,4876.818181818182,83.9090909090909,0.0035987742531798277,4.090909090909091
Bandai Namco Entertainment America,41,1583791.975609756,92603.31707317074,8584.146341463415,0.025990163597473342,5.536585365853658
Oracle Red Bull Racing,5,1581192.6,59807.6,942.4,0.015515803998595973,3.0
Thiagotitan160,12,1576053.75,118935.58333333333,1146.0,0.029364581725883233,4.0
German Football,20,1573980.95,31891.9,1520.1,0.00826703968690881,5.0
GP Leão,28,1573782.9285714286,196174.0,290.39285714285717,0.0511041197528637,4.464285714285714
Osmani García,6,1572698.8333333333,28421.0,464.8333333333333,0.007408987778846631,5.5
Rayane & Rafaela,19,1567284.9473684211,8079.368421052632,1835.5263157894738,0.003197634694814105,5.631578947368421
Mariely Santos,8,1566860.25,147365.375,5953.875,0.039918280321059936,5.5
avex pictures,5,1563781.0,216266.8,14794.6,0.06239983148216308,4.6
Tirullipa Show,9,1559587.4444444445,152876.44444444444,4357.888888888889,0.045294431528672116,4.333333333333333
Matheus Yurley,22,1558874.9545454546,289520.36363636365,16183.681818181818,0.08415093167702903,4.136363636363637
NEON,7,1557684.4285714286,17844.14285714286,1604.7142857142858,0.005205233145939616,4.857142857142857
Priscilinha,67,1556918.2388059702,138361.40298507462,421.13432835820896,0.037927621592504464,5.014925373134329
Cortes Podcast Papagaio Falante [OFICIAL],10,1554323.9,52696.1,3371.4,0.015195021874764875,5.5
TV Guaporei - Pontes e Lacerda,7,1551303.0,45566.28571428572,2361.4285714285716,0.012790050810749373,5.0
MLB,6,1549576.0,24967.833333333332,3351.6666666666665,0.007743399109471472,4.5
Ghostbusters,8,1548964.25,39439.75,6085.375,0.0126579684236468,4.5
Gabizoka Oficial,33,1547993.5151515151,56368.27272727273,2394.6969696969695,0.01395574754217693,3.9696969696969697
Simone Mendes,497,1546169.6861167003,71400.8490945674,3419.565392354125,0.02395059159400997,5.559356136820925
UVS Calhas,20,1545497.55,31501.8,154.9,0.00781712371822624,4.2
BIN,80,1539736.4625,152108.0625,7210.9625,0.05051857983408002,5.35
João Napoli,4,1539640.5,49276.25,2285.5,0.013957883303003592,4.0
AvineVinnyVEVO,20,1533584.65,17344.85,657.85,0.004512097738397404,5.9
W KOREA,8,1533020.0,269367.375,14903.0,0.077701321057772,4.5
Rionegro & Solimões,25,1531520.88,11433.08,1080.96,0.006444305688448731,4.0
Pâmela Souza,18,1530606.7777777778,154724.5,658.1111111111111,0.044913983845746915,3.6666666666666665
björk,17,1530449.0,99141.70588235294,6210.235294117647,0.029395207482231175,4.882352941176471
Miss Universe,8,1523933.625,15645.375,4375.125,0.005835091897475835,4.5
Adriel Sousa,9,1523362.4444444445,123737.55555555556,689.8888888888889,0.03124777654950972,8.0
Plano Piloto,15,1522940.0,87797.6,4822.866666666667,0.03339599351767967,4.666666666666667
Cauã Macedo,100,1522418.41,117815.55,1122.76,0.035537516730974245,4.27
Maneirando,9,1520297.111111111,107149.66666666667,1692.4444444444443,0.029716099564025194,6.111111111111111
Fiduma & Jeca,15,1518491.5333333334,9574.333333333334,325.8666666666667,0.005645190903376378,5.533333333333333
ARK: Survival Ascended,6,1516037.6666666667,70164.5,7264.166666666667,0.021712539588461144,4.333333333333333
GIDLEVEVO,5,1514497.8,252297.6,10793.2,0.07176389053286165,3.0
FIUK,20,1510800.7,85257.8,7228.6,0.025261804355759664,6.1
Dead Space,12,1510732.4166666667,75557.16666666667,7418.583333333333,0.022924354795557222,5.333333333333333
Aline Füchter Ouriques,4,1509266.25,104244.5,9518.75,0.031594056447301046,3.5
PEDRO SAMPAIO,230,1506997.3565217392,66081.4695652174,3148.308695652174,0.022934316939876416,5.386956521739131
TNT Sports Brasil,1498,1506524.067423231,71702.43658210948,2624.431241655541,0.020386118602325854,4.514018691588785
O Canal da Engenharia,30,1499083.8,56003.3,1729.6666666666667,0.02073583505477339,6.166666666666667
Israel & Rodolffo,78,1495898.6282051282,6977.320512820513,1713.5641025641025,0.007267356553813031,5.6923076923076925
Diego Faria,9,1488954.3333333333,4843.666666666667,483.55555555555554,0.0014875380733219944,6.0
Marcos e Belutti,95,1488885.1578947369,12291.242105263158,282.77894736842103,0.007465045359868502,5.663157894736842
Cortes do Ciência Sem Fim [OFICIAL],10,1486021.8,111834.4,5411.2,0.032640983213741724,5.5
Naturando,10,1484570.0,52318.7,772.8,0.014891962784921242,6.8
FOX Sports Sur,8,1484321.0,18284.25,6173.25,0.007690357512496184,3.5
KPOP JAMM,27,1481055.2222222222,92148.4074074074,3229.8518518518517,0.03131242852531996,5.0
Fred e Fabrício,57,1480571.1403508773,8624.631578947368,537.0,0.01086528353128245,6.157894736842105
SamFischerVEVO,16,1479065.9375,90445.5625,5487.625,0.031569106722888124,5.375
RETARDA MARQUES,74,1477106.1351351351,151789.02702702704,293.0135135135135,0.04577621089699665,4.013513513513513
SBT Jornalismo,24,1476092.7916666667,54044.958333333336,6875.958333333333,0.015484952832175434,4.541666666666667
TNT Sports,2,1474009.5,10722.5,1227.0,0.003580597913400912,0.5
Lucan Pevidor,22,1470581.4545454546,147867.9090909091,526.0909090909091,0.03657556171205701,4.2727272727272725
Planeta Di Vieira,31,1468113.7741935484,124864.80645161291,536.9677419354839,0.031828904797944695,4.225806451612903
Mari Fernandez,333,1467210.7897897898,29661.21021021021,1305.3543543543544,0.01206009211217441,5.693693693693693
Poccast Oficial,16,1459655.875,79162.3125,867.125,0.022061156441164565,4.5
COMÉDIA SELVAGEM,329,1457641.0212765958,162419.16109422492,4926.279635258358,0.045053619740463624,5.5683890577507595
AgroPlay,68,1452757.455882353,44711.455882352944,5092.955882352941,0.02060244408816228,6.75
blink-182,23,1451926.4347826086,68905.52173913043,5699.478260869565,0.023165327402125645,4.260869565217392
KINGDOM HEARTS,10,1449420.8,57582.9,6403.8,0.018561714216920565,5.5
Nadson O Ferinha - Topic,18,1449180.2777777778,23865.055555555555,4.722222222222222,0.0067070381259937495,6.388888888888889
Você Sabia?,350,1444287.2514285715,210685.06,9311.634285714286,0.0619090189653285,4.8914285714285715
Pedro Paulo e Alex,41,1441439.6097560977,12417.512195121952,480.1707317073171,0.0037073530006606105,5.2926829268292686
Biu do Piseiro,25,1437266.64,55601.76,1377.08,0.020551452755732554,5.4
k1nG,7,1433859.4285714286,159427.85714285713,7659.714285714285,0.050276903499197174,4.0
Mateus Erd,139,1431740.0143884893,178158.76978417265,655.0359712230215,0.04991294105165482,4.266187050359712
viniccius13,352,1429233.6846590908,198041.39772727274,8379.568181818182,0.05985609458268529,5.769886363636363
Hugo Henrique,53,1429177.3207547169,19119.35849056604,973.0754716981132,0.0077810606570835866,5.132075471698113
Jottav,36,1427811.5277777778,131033.55555555556,492.02777777777777,0.039426021346024985,3.4722222222222223
Orochi,198,1427683.8636363635,87851.80303030302,2670.8585858585857,0.031366564723736286,6.055555555555555
TvCostaGold,70,1426119.0714285714,121096.84285714285,3474.3571428571427,0.0441778756245282,5.242857142857143
Maiara e Maraisa,386,1422850.1321243523,35853.98186528497,2311.70725388601,0.01621624881881004,5.5595854922279795
Cleber & Cauan,12,1421231.5833333333,3531.5,327.1666666666667,0.0011558305925132408,5.333333333333333
Jennifer & Stephany,15,1416011.1333333333,35890.4,882.2,0.010041927941502276,5.133333333333334
Papile,16,1414817.625,66286.8125,154.875,0.016376193790606404,4.8125
BRAIN TIME,8,1414069.625,28376.375,547.5,0.008485634987600422,5.5
FRANKLIN MEDRADO,14,1405795.5,137955.35714285713,822.5,0.040439490816175115,5.071428571428571
VaatiVidya,10,1405692.0,53156.3,5591.4,0.017707172998922514,5.5
Swen Filmes,10,1403091.8,10714.4,247.7,0.0031983168591156108,6.5
Anderson & Vei da Pisadinha - Topic,19,1402460.3684210526,15906.526315789473,60.68421052631579,0.0052815071845037686,8.894736842105264
Euphoric Brothers,97,1402245.2268041237,45897.62886597938,6384.144329896907,0.01702597716387307,5.804123711340206
ConcernedApe,3,1398507.3333333333,120680.0,6932.0,0.03743458141179611,4.0
Taty Girl,53,1397114.5471698113,27501.584905660377,856.0566037735849,0.011685508651665252,5.037735849056604
Léo Santana,37,1395333.4594594594,30742.972972972973,382.2162162162162,0.012729563206560402,4.864864864864865
Spider Russo Oficial,86,1395307.8139534884,122885.82558139534,1429.406976744186,0.03725302331004372,4.72093023255814
mitski mitski,6,1393012.1666666667,245903.33333333334,25075.833333333332,0.08515721156286808,3.5
LUDMILLA,256,1392171.140625,62524.84765625,3387.76171875,0.023334364011436085,5.48046875
KaliUchisVEVO,35,1391270.2,103648.42857142857,3665.4,0.03579681360670091,5.3428571428571425
Sky Sports Boxing,1,1389198.0,10717.0,1256.0,0.0036282804898941697,1.0
Mateus Kim,98,1386871.8265306123,138698.61224489796,985.3265306122449,0.04421108256813705,4.591836734693878
Sia,11,1384226.3636363635,144838.18181818182,6187.363636363636,0.047230214979083106,3.8181818181818183
TV ZYN,58,1383556.2241379311,59420.34482758621,2764.844827586207,0.02506699987324825,4.827586206896552
Nattan,195,1382348.441025641,38585.933333333334,1125.974358974359,0.017145102436910236,5.871794871794871
7 Minutoz,290,1382134.8896551724,191167.3,15398.406896551724,0.07082421238324135,5.793103448275862
The Weeknd,27,1381526.2222222222,114823.74074074074,7430.888888888889,0.04133378958160159,3.814814814814815
Christian Dior,7,1380079.2857142857,33092.857142857145,1219.4285714285713,0.012393306708098519,4.0
Tz da Coronel,86,1379712.7558139535,73132.74418604652,2173.4767441860463,0.02797855797947833,6.337209302325581
Esporte Interativo,159,1379509.3836477988,69045.77358490566,3062.4402515723273,0.022026447607259962,3.49685534591195
LOUD,649,1377532.0539291217,236620.8906009245,8740.052388289676,0.06856749830815123,5.175654853620955
DUDU e CAROL,36,1377177.0555555555,91366.0,1298.4444444444443,0.02180223419775211,5.444444444444445
XXXTENTACION,33,1375261.4848484849,197621.84848484848,20189.424242424244,0.07064225691260964,4.333333333333333
IZA,120,1372755.4666666666,86873.16666666667,6805.65,0.039646874717393435,4.7
Jimin - Topic,10,1370984.5,150015.5,0.0,0.04515920576185785,4.5
MC Maneirinho,7,1370585.4285714286,39578.71428571428,1294.7142857142858,0.012439006919346926,5.0
LU&SS 루와썽,7,1367049.7142857143,22817.85714285714,431.0,0.007028541438707279,4.0
João Pedro Chaseliov,10,1366775.9,114656.4,158.9,0.03980778446760748,4.1
DJ F7,12,1365654.4166666667,15607.75,260.6666666666667,0.004768676407856962,7.5
Mau Dirane ,77,1359693.974025974,159650.46753246753,2206.3636363636365,0.048544340882178745,4.311688311688312
BRISA STAR,6,1359549.1666666667,38151.333333333336,713.8333333333334,0.011496476033327567,5.333333333333333
BPM Entertainment,9,1357734.5555555555,78818.77777777778,7212.888888888889,0.03051823827658988,6.777777777777778
SIAN SPORTS,21,1356750.4285714286,16049.095238095239,871.0,0.00551189508183802,4.857142857142857
Ainda não sei!,83,1356635.9518072288,170515.46987951806,2769.734939759036,0.04764616824163484,3.927710843373494
YUNGBLUDVEVO,8,1356344.875,162283.25,26170.25,0.061094072885097515,4.625
Sem Zika,11,1355048.3636363635,161525.9090909091,528.5454545454545,0.047626283007958146,4.7272727272727275
MONSTA X,4,1354142.0,196068.25,28005.25,0.07164497148886458,4.5
official A.C.E,5,1351248.4,233154.0,31642.2,0.09244995960226868,2.8
Shawn Mendes,24,1350729.0,175219.5,8469.791666666666,0.06461666234643336,3.4583333333333335
Borges,98,1349910.7040816327,120463.9387755102,5157.5,0.04372907071491376,6.071428571428571
Australian Open TV,5,1346747.6,16830.0,2386.0,0.006260148334142947,3.0
Enaldinho,2001,1346469.468265867,50015.460769615194,1618.704147926037,0.01578649325374175,3.3013493253373314
Nadson O Ferinha Oficial,96,1344958.625,39677.135416666664,2155.5416666666665,0.016705784137857383,5.854166666666667
Paloma Souza,13,1343139.7692307692,121495.30769230769,648.0769230769231,0.037036783115194365,4.230769230769231
DJ F7 - Topic,6,1341037.5,17347.5,0.0,0.005474792822893089,4.5
Still Watching Netflix,7,1340794.2857142857,129926.85714285714,1480.4285714285713,0.04039589933843286,4.857142857142857
CLEO,15,1340124.8666666667,20344.0,2259.9333333333334,0.004393659020213202,4.866666666666666
KlassziK,7,1338260.142857143,78956.71428571429,1788.0,0.026032618138519845,4.0
Bruno & Marrone,81,1338060.8641975308,5987.320987654321,620.9382716049382,0.006602256517233645,6.135802469135802
#Refúgio Mental,17,1337749.6470588236,52203.41176470588,822.8235294117648,0.016864841181302756,5.235294117647059
Susu Official,6,1337672.0,59633.833333333336,105.66666666666667,0.017879522862797776,7.5
Leozinn 077,187,1334840.0427807486,51174.61497326203,1354.4117647058824,0.017939936869966828,5.550802139037433
CUNHALUCASS,21,1332302.4761904762,129879.76190476191,461.0952380952381,0.04338550152049464,4.0476190476190474
Lorrayne Oliveira,182,1330982.7967032967,67741.82967032967,4768.648351648351,0.023586152505532147,5.335164835164835
Hungria Hip Hop,104,1330545.298076923,72551.44230769231,2450.7403846153848,0.027998527435441584,5.769230769230769
Mariana Fagundes,13,1330343.2307692308,9754.76923076923,1380.5384615384614,0.005933628379759647,5.153846153846154
Jael Peñaloza,13,1330152.923076923,108358.92307692308,9073.461538461539,0.037395057577534765,8.0
Renato Garcia,466,1329444.364806867,184789.82188841203,13163.87339055794,0.060013556628783805,4.259656652360515
