channelTitle,video_category_name,video_count,avg_views,avg_engagement
LUKINHAS FREESTYLE,Gaming,7,3057498.5714285714,0.03538741842310568
LUKINHAS FREESTYLE,Sports,8,456116.75,0.04555250618616281
LUVA DE PEDREIRO,People & Blogs,36,459451.6111111111,0.049422133995856474
LVCAS,People & Blogs,18,312980.6111111111,0.10288708985059154
La Casa De Papel,Entertainment,7,4067334.1428571427,0.01711554717522813
La Fênix,Entertainment,6,998829.5,0.03303167688554922
La Resistencia por Movistar Plus+,Comedy,8,742802.375,0.010556343889020945
La casa de FF,Gaming,5,37198.4,0.04382119012379871
LaLiga Santander,Sports,102,1689066.5196078431,0.004113495328531119
Laadin,Gaming,6,91861.16666666667,0.036232548323844906
Laboratório Digital Educacional,Entertainment,6,156500.83333333334,0.06789759614424873
Laboratório de Zaun,Gaming,10,95775.0,0.048637277120734915
Labrinth,People & Blogs,8,344973.375,0.046369379747842186
LabrinthVEVO,Music,8,2735109.375,0.03169069917736751
Labz,Science & Technology,7,143267.14285714287,0.04194638200414003
LadinZera,Gaming,4,114016.5,0.027424304963548696
Lady Gaga,Music,12,287776.6666666667,0.05391158609729383
LadyGagaVEVO,Music,49,4984356.224489796,0.033781067485167716
Laerte Viana na área - MMA,Sports,24,149082.95833333334,0.04496240937986027
LagartixaMan,Comedy,5,161846.8,0.05352184199993071
Lagum,Music,6,96365.5,0.07696207970907061
LagumVEVO,Music,97,419464.08247422683,0.03337335505879811
Lais Bianchessi,People & Blogs,275,418025.0109090909,0.06363383959411872
LanTata,Entertainment,6,64974.166666666664,0.08452169239634448
Lana Del Rey,Music,21,1219680.380952381,0.04641393016552628
LanaDelReyVEVO,Music,100,2092113.99,0.051629558439540514
Lances BR,Sports,8,250645.25,0.005609770163239222
Lanzinho,Gaming,14,498068.9285714286,0.020377132287130426
Lanzinho,Entertainment,25,201566.4,0.022088905499275224
Lanzito,Gaming,51,237690.78431372548,0.02399132139217343
Lar Doce Sal,People & Blogs,72,364128.84722222225,0.025803284243892086
Lara Silva,People & Blogs,67,633141.7611940298,0.07687626840664347
Lari Oliveira,People & Blogs,5,210083.2,0.07184702897413915
Larian Studios,Gaming,8,866961.0,0.020284333329427685
Larissa Ignatz,People & Blogs,49,109211.10204081633,0.035522731628409535
Larissa Manoela Oficial,Music,16,245887.1875,0.046664498767549786
Larissa Pimenta,People & Blogs,4,234133.0,0.01823509121083664
Larissa Reis Arquitetura,People & Blogs,17,111533.35294117648,0.0413241965515226
Larissa Selonk,People & Blogs,4,66749.25,0.05502156787368501
Lary Cardoso,People & Blogs,9,999812.3333333334,0.03644735591448171
Lasara Santos,Comedy,16,292137.3125,0.050398282335663576
LattoVEVO,Music,10,2050586.2,0.008821880587054066
Lauana Prado,Music,63,907513.4444444445,0.006968984389763933
Lauana Prado - Topic,Music,4,108582.0,0.002053036987798314
LauanaPradoVEVO,Music,98,664013.4285714285,0.016196417849187888
Lauanda Rios,People & Blogs,11,209818.54545454544,0.0503755845157436
Laura Brito,People & Blogs,6,369276.8333333333,0.060957414283624785
Laura Brito,Howto & Style,82,231124.63414634147,0.05215803773760474
Laura Silva,People & Blogs,7,60050.0,0.10815671147136575
Lauren Jauregui,Music,25,412990.32,0.08543728470727094
Laurynho,People & Blogs,5,118063.2,0.0363282814598591
Lauv,Music,4,3440749.25,0.06210126732649891
Layla Faveri,Entertainment,61,451819.1475409836,0.047238785299526534
Lazer dos cria,Music,9,84231.88888888889,0.03415459274887242
Laís Brito,Entertainment,9,140859.11111111112,0.046152723243527316
Laís Brito,People & Blogs,21,67694.38095238095,0.04836118410876257
Laís Veloso,People & Blogs,54,179176.64814814815,0.07546665640366534
Le Azevedo,People & Blogs,24,269785.75,0.057840918482773014
LeTwins,Entertainment,7,17521252.714285713,0.011470301088640859
Lea Maria,Entertainment,5,145667.2,0.04169207125860673
League of Legends,Gaming,226,10178670.774336284,0.023124949380920613
League of Legends BR,Gaming,219,294386.4794520548,0.04455711284787689
League of Legends BR,People & Blogs,6,197768.66666666666,0.0559092959439774
League of Legends Brasil,Gaming,150,176627.38,0.04255986617256472
League of Legends: Wild Rift,Gaming,7,5412898.285714285,0.03271027308291742
Leandro Borges,Music,66,281147.45454545453,0.03388216363547365
Leandro Osti,Sports,8,63022.375,0.03950779384853308
Leandro Puchalski - Meteorologista,Entertainment,7,21687.571428571428,0.05580343914168874
Leandro Torneiro,Autos & Vehicles,4,85195.75,0.07173727237043317
Leandro Torneiro,Entertainment,8,77739.25,0.0658099269901774
Leda Nagle,Entertainment,7,97139.42857142857,0.0948404829852332
LeeGengar,Entertainment,17,134828.76470588235,0.05276770121132063
Leep TV,Film & Animation,5,166074.4,0.04357713726545401
LegTransito Ronaldo Cardoso,Education,7,68003.85714285714,0.043027790775966704
Legado Tricolor,Entertainment,7,37319.57142857143,0.036093686766504894
Leh Bennett,People & Blogs,7,165719.2857142857,0.024322707422870318
Leh Felicciano,People & Blogs,27,80582.55555555556,0.06542832818322297
LeiaJa,Education,8,91044.0,0.02824635438752507
Leigh-Anne,Music,18,1008130.6111111111,0.038110721324124436
Lendário Jhey,Gaming,5,385853.6,0.04500298016673411
Lenny Tavarez,Music,6,3134822.0,0.01131435992879408
Leo Augusto,Entertainment,39,257556.20512820513,0.030548398785384706
Leo Chaves,Music,52,1606583.6346153845,0.008885473569871967
Leo Dias,Entertainment,2,359334.0,0.025607442961552637
Leo Dias Oficial  ,Entertainment,49,426892.387755102,0.015319194905025795
Leo Do Coque,Entertainment,5,110945.8,0.051539525687198016
Leo Games,Gaming,19,556844.1578947369,0.029015221277415005
Leo Hwan,Entertainment,17,392026.23529411765,0.06107560500522092
Leo Stronda,Entertainment,59,398759.4745762712,0.049412818884015816
Leo da Hornet,Entertainment,71,1046813.0985915493,0.04954367939440283
LeoGoncalvesVEVO,Music,6,431319.0,0.034599493810423064
LeoSantanaVEVO,Music,106,1653938.7452830188,0.012852026653632415
Leonardo,People & Blogs,22,1000516.2727272727,0.013486507322802573
Leonardo,Music,31,718212.1935483871,0.014875511217227239
Leonardo Meneghetti,People & Blogs,11,95035.90909090909,0.038474039812316924
Leonardo Meneghetti,Sports,73,76409.7397260274,0.03918587319248008
Leonardo Meneghetti,Entertainment,7,61178.28571428572,0.06366381209009069
Leonardo Rubens,People & Blogs,22,1020638.6363636364,0.035380017968847384
Leonovamente,Gaming,13,172431.38461538462,0.028895797695995103
Leozim Gamers,Gaming,6,43534.833333333336,0.020707602511706155
Leozin,Music,7,191236.2857142857,0.11197026809255452
Leozinn 077,Gaming,153,1440391.9411764706,0.012405118425835707
Leozinn 077,People & Blogs,34,859856.5,0.042846619868556875
Leticia Cerqueira,People & Blogs,22,242299.68181818182,0.0556152713694765
Leticia Marches,Entertainment,9,230599.0,0.05550254716091094
Leticia Marches,Comedy,7,213377.2857142857,0.07846312890601705
Leticia Ruiz,Entertainment,10,141642.1,0.03268943594368187
Leticia Santos,People & Blogs,67,99345.53731343284,0.057354859236800844
LetoDie,Music,4,45017.0,0.056409328564897165
Letícia Pedro,People & Blogs,40,780704.375,0.018643158249383757
Letícia Sweet Cake,Entertainment,61,906803.9672131147,0.012087645971117344
Letícia Veloso,People & Blogs,59,232985.25423728814,0.08477117293483936
Levi Café,Gaming,37,481018.1081081081,0.12452901699717533
Leviano,Music,27,1323962.148148148,0.03654912536761308
Leviano - Topic,Music,13,106222.61538461539,0.024598786403403263
Lexa,Music,79,984541.7088607595,0.028004672562269663
LeyBritoGamer,Gaming,48,49548.666666666664,0.013025143638240234
Lggj,Gaming,132,165818.02272727274,0.05024147252694433
Lia Clark,Music,27,622919.4074074074,0.05791060733875872
LiamPayneVEVO,Music,21,1776216.0476190476,0.08400110650773226
LibiancaVEVO,Music,7,4586521.571428572,0.004824418385609178
Lidiane Pícculi,People & Blogs,28,142959.2857142857,0.0644645454567809
Lidoma Latam,Gaming,6,470651.8333333333,0.024135167820865795
Lidy Almeida,People & Blogs,9,450823.6666666667,0.009447203672338785
Life Song Records,Music,8,1674461.5,0.026091485690836545
Life by Lufe,People & Blogs,79,98185.82278481012,0.04003116565300253
Life by Lufe,Entertainment,11,86993.81818181818,0.041683044480066524
Liga BDL,Gaming,4,494468.25,0.045611398289141014
Liga Brasileira de Futevôlei | LBF,Sports,7,121611.57142857143,0.008710504771091058
Liga Carnaval SP - Oficial,Music,7,97739.85714285714,0.008877737189572242
Liga Carnaval SP - Oficial,Entertainment,46,92244.84782608696,0.0121137357981833
Liga GWL,Gaming,39,136252.46153846153,0.03496696699332979
Liga LBR,Gaming,19,316192.0,0.04293233242734138
Liga LBR,Entertainment,7,225776.14285714287,0.047722013509504765
Liga Profesional de Fútbol de la AFA,Sports,8,132339.125,0.007128931623134379
Ligados Legends,Gaming,5,961461.2,0.017858304114450264
Ligados Legends,Entertainment,1,325924.0,0.008373117659331625
Ligados Plus,Howto & Style,25,408971.2,0.01052822310440158
Ligonz,Gaming,382,364316.43717277487,0.02064799328767197
Ligue 1 Uber Eats Official,Sports,71,1153814.2253521127,0.005375777938620379
Like House BR,People & Blogs,36,2128603.861111111,0.03943437015177648
Lil Chainz,Music,6,89541.16666666667,0.06985129176161045
Lil Nas X,Music,55,2369042.672727273,0.035715678236388916
Lil Peep,Music,5,1668122.8,0.08307907883068935
Lil Whind,Music,35,315395.0,0.05685400470948023
LilBabyVEVO,Music,7,6523797.714285715,0.014125448513366988
LilNasXVEVO,Music,83,19258966.012048192,0.02993896561857534
Lilifilm Official,Entertainment,26,11449816.576923076,0.05802823072543765
Lilika,People & Blogs,7,67191.28571428571,0.08713050935788867
LimaMosca,Gaming,21,137754.7619047619,0.024209043924988197
Limão com Mel,Music,21,331763.4285714286,0.013393047476396892
Linkin Park,Music,44,5520764.886363637,0.046350013813307396
Lionsgate Movies,Film & Animation,32,10001849.53125,0.0071746880543715145
LipaoGamer,Gaming,61,599232.8032786886,0.024079118788637104
LipeBlox,Gaming,104,445646.23076923075,0.01803625128835331
Lisa Barcelos,People & Blogs,16,522931.125,0.09167428349914726
Lista Área 43,Autos & Vehicles,6,96160.0,0.019135490316707356
Listerine Brasil,People & Blogs,8,4908296.0,4.550263777474824e-05
Litoral News,News & Politics,22,490768.13636363635,0.00778112604102894
Little Mix,Music,5,747471.2,0.05301540587510397
Live Speedy,Music,10,1199338.3,0.023522283007098837
LiveFC,Sports,7,163783.14285714287,0.009778380317172349
Liverpool FC,Sports,34,3980206.294117647,0.00776426744381144
Lives do Cellbit,Entertainment,46,247511.89130434784,0.07358559871007071
Lives do alanzoka,Gaming,64,1259535.890625,0.028814771873047908
Livia Blossom,People & Blogs,20,66548.05,0.10897231483645102
Livia Minacapelly,Entertainment,8,111286.75,0.04413838415262692
Livre como vento,Entertainment,7,87407.14285714286,0.03293390333483256
Lizzo Music,Music,18,11587492.833333334,0.021775002713672435
Lkzinhu,Entertainment,33,246817.66666666666,0.051079629441009515
LoBinho,Entertainment,10,113716.0,0.036008744254061816
LoL Esports,Gaming,11,1009022.5454545454,0.017597556238985845
LoL eSports BR,Gaming,234,529276.6239316239,0.01813372384522313
Loki,Gaming,24,226193.33333333334,0.015841605833027395
Lokis,Gaming,7,454915.4285714286,0.0052654350346600706
Lokis Craft,Gaming,40,170535.65,0.004183640268667025
Lokolow,Gaming,5,271756.6,0.024439755481493353
Loop Infinito,Science & Technology,82,218509.07317073172,0.03212441147808434
Loossemble,People & Blogs,21,1983203.0952380951,0.030053180066527435
Lopers ,People & Blogs,471,786424.8365180467,0.013759763567674636
Lopers Shorts,People & Blogs,7,263692.4285714286,0.03070212826668686
LopersBlox,People & Blogs,7,121922.71428571429,0.012456494515874189
Lord,Gaming,32,130111.34375,0.024287498817849976
Lorde,Music,4,5159635.5,0.03548381219385331
LordeVEVO,Music,48,2754816.3541666665,0.03427992819037217
Lore Improta,Entertainment,223,663941.8161434977,0.03837349183953764
Lore Improta Oficial,Entertainment,54,456157.81481481483,0.015872967609912962
Lore Souza,Entertainment,45,136254.93333333332,0.06042668376987805
Lorelay Fox,People & Blogs,30,185739.86666666667,0.07328328206295766
Lorena Bernardi,People & Blogs,36,218427.5,0.0838742785780831
Lorena Cristine,Music,7,366064.71428571426,0.004731620015031436
Lorena Queiroz,Entertainment,6,239428.66666666666,0.02787452796445043
Lorranx Shorts,Gaming,8,35071.125,0.042945654106916524
Lorrayne Mavromatis,People & Blogs,202,267851.2623762376,0.05020342654220229
Lorrayne Oliveira,Entertainment,182,1330982.7967032967,0.023586152505532147
Los Angeles Lakers,Sports,6,570029.1666666666,0.005655426424848616
Los Displicentes,Comedy,36,770370.1666666666,0.026167063774607053
Los Wagners,Entertainment,141,2054828.6028368794,0.03812922452470643
Loubet,Music,33,592730.2121212122,0.009897144242774948
Louis Tomlinson,Music,36,1021531.7777777778,0.07798977271577132
Louis Tomlinson,Film & Animation,8,501634.5,0.0795729534117659
Louis Tomlinson - Topic,Music,11,592500.7272727273,0.07761789748362488
Louis Vuitton,Entertainment,23,8945925.217391305,0.02820367666453042
Louis Vuitton,Howto & Style,8,5018481.5,0.07176809560942805
Louix,Comedy,100,1777930.18,0.04957058250943243
Lourena,Music,14,294340.0714285714,0.039319085885090414
Love Funk,Music,346,1590392.3815028903,0.0298135457981319
Love Funk House,People & Blogs,14,894453.7857142857,0.026576157590851197
Loving Couple,Entertainment,167,261556.98203592814,0.05095715723060746
Low Cars Oficial,Autos & Vehicles,23,109277.21739130435,0.04852573125909166
Lozão,Gaming,16,213579.0,0.019295330558301373
Lu Ferreira,Howto & Style,29,95955.41379310345,0.05492380907326905
LuCr4zy,Entertainment,63,1248290.873015873,0.0344040712300928
Luan - LMS 2,Gaming,7,157945.2857142857,0.04815729563850883
Luan Estilizado,Music,21,526125.1428571428,0.014489296890721122
Luan Pereira - Topic,Music,23,764664.7826086957,0.020209312642324097
Luan Pereira LP,Music,74,5025071.337837838,0.01828104845536983
Luan Pereira LP,Comedy,53,812222.679245283,0.03500258253111325
Luan Santana,Music,227,4293334.22907489,0.012610780948578131
Luan Santana,Science & Technology,143,4030027.2237762236,0.009030963291792982
Luan Santana - Topic,Music,113,273869.01769911504,0.02077943636591005
Luan Santana Oficial,Music,1,1265112.0,0.011388082636161858
Luana Brandão,People & Blogs,20,495220.55,0.04472443205760984
Luana Carolina,Education,12,118506.33333333333,0.07598453064179815
Luana Rodrigues Oficial,Music,29,149188.8620689655,0.04656473533256259
Luanzinho Moraes Oficial,Music,3,108970.66666666667,0.0185993007164251
Luara Fonseca,People & Blogs,18,337487.1111111111,0.05663282195718054
Luarices,Film & Animation,194,463284.3350515464,0.0547018266298062
Luarices,Music,10,237542.0,0.07268282173738647
LubaTV,Entertainment,7,1416033.4285714286,0.06633078252179112
LubaTV,People & Blogs,236,639074.0042372881,0.07512948429960623
LubaTV Games,Entertainment,10,355368.0,0.06836101945789912
LubaTV Games,Gaming,8,251503.0,0.09850580234607242
LubaTV Lives,Entertainment,48,249035.4375,0.0752322307772977
LubaTV Lives,People & Blogs,34,154380.67647058822,0.06542436626193338
Luca Martini,People & Blogs,11,82767.54545454546,0.09184854476362946
Lucan Pevidor,Entertainment,22,1470581.4545454546,0.03657556171205701
Lucas Bastos,Comedy,38,758968.2894736842,0.04062469814469414
Lucas Boquinha,Music,8,469331.125,0.028491230437822167
Lucas Clash ON,Gaming,153,461711.2875816993,0.05147212361618221
Lucas Cordeiro,Gaming,76,455907.3157894737,0.023950827715718388
Lucas Fackri Camargo,Gaming,4,222896.25,0.0287198101558638
Lucas Felpi,Education,30,114259.6,0.07918136371398843
Lucas Fontana,Autos & Vehicles,6,130820.0,0.0714212903529824
Lucas Guedes,Entertainment,270,1943843.411111111,0.03222911881764137
Lucas Guedez,People & Blogs,7,66653.71428571429,0.04881742639858432
Lucas Lira,Comedy,9,632818.0,0.07341669078925121
Lucas Lucco,Music,81,733386.8395061728,0.015901329233319147
Lucas Miguel,People & Blogs,10,65299.3,0.08526891843780085
Lucas MotoVlog,Entertainment,70,229024.9,0.06307177759394736
Lucas Moura,Comedy,10,185122.6,0.000496193118438149
Lucas Pinheiro,Entertainment,6,137286.66666666666,0.05701626794857346
Lucas Piubelli,Education,4,29809.75,0.07699645481144482
Lucas Rangel,Comedy,393,629891.358778626,0.047197960738410365
Lucas Roque e Gabriel,Music,24,118732.58333333333,0.06899409233472147
Lucas Stars Show,Pets & Animals,5,202281.0,0.03904775173615274
Lucas Torres,Entertainment,12,73963.25,0.07251619434608583
Lucas Veiga,People & Blogs,5,237716.2,0.022070985601562797
Lucas Vinícius,People & Blogs,29,554795.3448275862,0.09890687801386634
Lucas Zelberty,Entertainment,15,276968.8,0.01590822157016872
Lucas e Orelha (Oficial),Music,13,382992.53846153844,0.04298787900075822
Luccas Abreu,People & Blogs,49,546248.1224489796,0.03859828803772645
Luciane Cachinski,People & Blogs,7,107823.0,0.050459503051193684
Luciano Camargo,People & Blogs,7,406575.0,0.03012422112929173
Lucianodvs,People & Blogs,7,1158649.7142857143,0.04590873851944828
Luck Dias,Entertainment,32,754694.40625,0.04853385246313912
Luck Muzik,Music,4,270599.25,0.041231458302673274
LucãoMemo,Gaming,9,76308.33333333333,0.039538245304703845
Ludmila Ferber Oficial,Music,5,222980.8,0.03856816815460267
Ludmilla,Music,91,1872044.0329670329,0.024720067166212455
Ludmilla - Topic,Music,11,127874.45454545454,0.031207405955273982
Luigi Frare,People & Blogs,24,1109975.1666666667,0.051898284413690765
Luigi Saraiva,People & Blogs,24,226876.70833333334,0.05508338802236377
Luis Cardoso,Entertainment,5,105484.0,0.1082823572450173
Luis Carlos,People & Blogs,34,681355.1470588235,0.03612814555882887
Luis Carlos,Entertainment,6,464360.5,0.020363893804282673
Luis Felipe TV,Comedy,11,364812.7272727273,0.02282771283093696
Luisa Accorsi,People & Blogs,16,161876.6875,0.05987010251929195
LuisaSonzaVEVO,Music,76,2250967.25,0.03261352820490271
Luisin ,Sports,28,575877.0357142857,0.01028118557888229
Luisin ,Entertainment,11,220209.9090909091,0.019389698508232755
Luiz Do som,Comedy,51,173495.3137254902,0.05783312870631975
Luiz Fontes,People & Blogs,8,868605.0,0.08655417307600194
Luiz Phellipe,Entertainment,36,204428.36111111112,0.023877009410598744
Luiz do Som e Cachorrada,Comedy,22,137355.45454545456,0.04833387785588532
Luiza Martins 🎤 ,Music,54,981929.7037037037,0.005121944583229816
Luiza Martins 🫶,Music,8,2233304.75,0.002564423782550283
Luiza Parente,Comedy,122,622856.9180327869,0.05006917757600485
Luiza Vinco,Entertainment,3,122563.33333333333,0.009330521797595298
Luiza e Maurílio,Music,58,897669.1551724138,0.01604370497765387
Lukas Agustinho,Music,7,289840.5714285714,0.029088975182793225
Luks,People & Blogs,110,649659.5,0.02149804277872495
Lukskk,People & Blogs,202,1298770.1831683167,0.03819104636046688
Lukszin,People & Blogs,22,227057.72727272726,0.020695747010730212
Lula,News & Politics,155,256742.89032258064,0.048608321737658285
Luli Sams,People & Blogs,1,230480.0,0.02591895175286359
Luluca Games,Gaming,87,341711.7011494253,0.013806216913383995
Luma Calegari,People & Blogs,9,232331.11111111112,0.03337536776831343
Luma Elpidio,Music,27,559433.5555555555,0.04721293995820016
Luma e ponto,Education,7,103494.28571428571,0.06439914600644986
Lunay,Entertainment,7,2539601.714285714,0.019162950485488606
LuquEt4,Gaming,7,84355.28571428571,0.048866704299263604
Luskas Games,Gaming,6,124087.83333333333,0.037435519350152095
Luísa Sonza,Music,282,3558807.294326241,0.03313611275422714
Luísa Sonza - Topic,Music,33,367341.51515151514,0.040866937118077706
Lyons Produções,Music,57,3241767.1403508773,0.04967949611040107
Lyrical Lemonade,Entertainment,31,5621358.193548387,0.029237914045882645
LØAD,Entertainment,7,130496.14285714286,0.1241562965602924
LØADEANDO,Entertainment,6,38851.5,0.08757976265929536
Léa Mendonça Oficial,Music,3,32562.333333333332,0.029862188873614286
Léia Veloso,People & Blogs,59,117083.91525423729,0.06649230558759335
Léia Veloso,Education,18,78125.83333333333,0.060807061841747986
Léo Dantas,People & Blogs,10,160718.3,0.02583584539607564
Léo Lins,Comedy,6,1173545.8333333333,0.05496580469906095
Léo Léo,People & Blogs,222,2895874.927927928,0.03104971386526546
Léo Léo,Comedy,23,1564794.9130434783,0.032300791010293345
Léo Magalhães,Music,26,785465.4230769231,0.008886792159875648
Léo Nascimento,Music,6,75780.16666666667,0.01683454058727309
Léo Negão Sempre brincando,People & Blogs,20,588936.85,0.03372018096940256
Léo Santana,Music,37,1395333.4594594594,0.012729563206560402
Léo e Júnior,Music,11,2458833.272727273,0.00011392964633787118
Léo e Raphael,Music,108,642941.9537037037,0.015210548019410854
Léo Áquilla,Howto & Style,9,269060.8888888889,0.029949641585797476
Lúdico e Alfabetizador Com Prof. Ediana Richeli,People & Blogs,8,48808.25,0.04996985350789851
Lúdico e Alfabetizador Com Prof. Ediana Richeli,Education,7,38609.28571428572,0.05679630618904176
M2,Entertainment,129,2719033.1395348837,0.0410825698921133
M4NEIRO,Gaming,32,178659.8125,0.03634419988613765
M4rkim,Music,17,600533.6470588235,0.047768274574332456
M:USB 뮤스비,Entertainment,18,10887617.277777778,0.01493924698187977
MAC Cosmetics Brasil,Entertainment,8,118182.625,0.05487239680972068
MACHÃO DA GAMA,Sports,22,77214.13636363637,0.049114387181748806
MAGO DAS RECEITAS,People & Blogs,4,57842.75,0.024830096975923175
MAGRELO 330,Film & Animation,20,125836.2,0.05273985596546987
MAIKI021,Entertainment,96,476588.6979166667,0.059098203008908445
MALOUCOS,Entertainment,148,789091.1891891892,0.012210182182876674
MAMAMOO,Music,136,5228410.220588235,0.05090542824722521
MANETIKIN,Comedy,15,212571.13333333333,0.06527774146035534
MANSÃO HYPE,Entertainment,7,193256.0,0.04412937450756366
MANSÃO MAROMBA,Entertainment,9,552400.5555555555,0.05527145896422177
MANU 〽,Music,23,653161.304347826,0.014088009014016856
MAPPA CHANNEL,Film & Animation,32,5500873.375,0.025749333185287653
MARCA,Sports,8,316654.75,0.011951166557104419
MARCIANA COZINHA POSITIVA,Entertainment,12,151660.5,0.018084889570808307
MARINA,Music,22,1038974.0,0.05269439006207861
MARISAMONTE,Music,28,1051698.857142857,0.009520939613848806
MATECA,Music,18,1638220.7777777778,0.046652028032839576
MAUMAUzk,Entertainment,6,870049.5,0.08742300689483257
MAXVEVO,Music,6,7474085.166666667,0.07789412500674779
MBCkpop,Music,35,3873383.5428571426,0.04747886821226046
MC Brinquedo,Music,7,387623.14285714284,0.054149921862252
MC Cabelinho,Music,192,1914633.1927083333,0.032851094173661416
MC Cabelinho - Topic,Music,7,297967.71428571426,0.03552650307556127
MC Don Juan,Music,21,699847.1428571428,0.0275559457509404
MC GP,Music,24,237228.16666666666,0.021443442239834725
MC Hariel,Music,201,866484.960199005,0.03565693335038788
MC Hariel - Topic,Music,13,313642.1538461539,0.018984057830575378
MC IG,Music,84,1267001.6904761905,0.024268423674403912
MC Jacaré,Music,53,791895.1698113207,0.025680469892106088
MC Kadu Oficial,People & Blogs,5,547583.6,0.023795576997710583
MC Kadu Oficial,Music,44,293153.2727272727,0.020298998529476885
MC Kako,Music,33,913176.4848484849,0.025377793631298932
MC Kelvinho,Music,22,383508.45454545453,0.029896154507440553
MC Kevin o Chris - Topic,Music,6,85519.0,0.02952505703259144
MC Lele JP,People & Blogs,4,693364.25,0.03666051299836337
MC Lele JP,Music,25,493356.68,0.034701608525050935
MC Lipi Oficial,Music,57,538492.8070175438,0.03422314077116364
MC Loma e as Gêmeas Lacração,Music,7,565332.4285714285,0.058565956699496
MC Luan da BS,People & Blogs,5,175870.6,0.03568361235930394
MC Maneirinho,Music,7,1370585.4285714286,0.012439006919346926
MC Marcinho - Topic,Music,7,558461.0,0.011464896850282522
MC Menor MR,Music,5,89946.2,0.06628541203228926
MC NEGÃO DA BL,Comedy,44,1001080.4090909091,0.07822518317994803
MC PH,Music,52,857707.6346153846,0.030484420809593665
MC PH - Topic,Music,7,4209865.857142857,0.013251790017773862
MC Paulin Da Capital,Music,95,471657.07368421054,0.035689632046180544
MC Paulin da Capital - Topic,Music,10,227227.1,0.003673226719430306
MC Poze do Rodo,Music,122,2778481.2131147543,0.03505833692744536
MC Reino,Music,11,1052348.9090909092,0.014007362343331853
MC Rick,Music,7,236970.57142857142,0.015912943931916692
MC Rogerinho,Music,35,465784.6857142857,0.02671116394847178
MC Ryan SP,Music,86,1159974.9186046512,0.026161050360237338
MC Ryan SP - Topic,Music,19,792002.8421052631,0.017549568908077795
MC WM,Music,14,903798.3571428572,0.04324123488302523
MCTha,Music,16,150358.5,0.07224439360521191
MD Chefe,Music,111,1101442.8738738738,0.038130794585367826
MEDRADO SHORTS,People & Blogs,40,802270.95,0.04040419238967263
MELODY OFICIAL,Music,84,951041.5476190476,0.02702366406854137
MEMES BR,People & Blogs,4,270062.75,0.06526629746609065
MEMÓRIA RÃ,Science & Technology,12,42317.166666666664,0.05466851275731913
MFM - Esporte Interativo,Sports,30,478648.3333333333,0.02094584060325512
MFM - TNT Sports,Sports,203,399055.14285714284,0.014856699558930814
MGKVEVO,Music,4,4062926.75,0.0291623358251065
MGM,Entertainment,8,11216974.625,0.0051463439876499656
MHRAP,Music,41,417745.1219512195,0.06953991697735115
MIBR,Gaming,8,282470.0,0.05192735329922755
MIRELLA | BAD MI,Music,7,1057987.857142857,0.010012168353048152
MIT,Gaming,25,274843.44,0.01701850797357729
MIT MURIÇOCA,Entertainment,6,87094.5,0.08529507593130624
MK MUSIC,Music,560,368207.53035714285,0.02631542670822777
MLB,Sports,6,1549576.0,0.007743399109471472
MLD ENTERTAINMENT,Entertainment,4,11550345.0,0.011404999503089907
MOB Games,People & Blogs,25,6361371.68,0.019187332385660793
MODO CARREIRA SOTO,Gaming,47,270469.59574468085,0.05130249407487337
MODSUN,Music,7,2386079.8571428573,0.039483320341647185
MONSTA X,Music,4,1354142.0,0.07164497148886458
MORADA,Music,62,151610.14516129033,0.03929834155251511
MS2,Entertainment,3,144668.33333333334,0.027596127268454496
MTK,Music,7,506338.28571428574,0.010537900740021252
MTV,Music,16,8913004.0625,0.05613216303511283
MTV,Entertainment,120,6302207.966666667,0.03123708454111827
MTV Brasil,Entertainment,37,443691.8108108108,0.02842375462623067
MTV Brasil,People & Blogs,20,260065.95,0.03389787600569759
MTV De Férias Com O Ex Brasil,Entertainment,18,285218.77777777775,0.010761389765845345
MTV International,Music,24,1060580.5,0.034804379100373206
MTV UK,Entertainment,13,12614569.0,0.046299392390569856
MULHER DECIDIDA RO,People & Blogs,6,53315.666666666664,0.09500314389020649
MUPLY 뮤플리,Music,5,2640681.6,0.03484209088238889
MUSSA,Music,86,1290856.5930232557,0.020037223717289346
MUSSA GAME,Gaming,34,158335.70588235295,0.012754263331847081
MV Records,People & Blogs,6,144427.66666666666,0.02779188648489181
MW Informática,Science & Technology,18,186182.55555555556,0.05671549374041956
MY CONQUISTER [LW],Music,8,293442.5,0.0930026355848547
Maat,Gaming,7,135540.85714285713,0.056324304172883935
Mabs,People & Blogs,25,104732.4,0.0529770766801408
MacMagazine,Science & Technology,14,42358.0,0.031177291313713686
Macaco Gordo,Music,8,54464.125,0.01522099877865423
Macchina,Autos & Vehicles,18,105847.11111111111,0.047106447277811214
Mada e Bica,People & Blogs,23,712025.2608695652,0.050596564363236694
Mada e Bica,Travel & Events,6,606030.6666666666,0.050759159157848954
Maddu Magalhães,People & Blogs,16,148846.5625,0.04759179318267021
Maddu Magalhães,Howto & Style,6,136926.0,0.05563960720153177
Madonna,Music,20,1078367.35,0.027247309147091153
Magno Malta,People & Blogs,12,335797.6666666667,0.03161126767693308
Magnus Futsal,News & Politics,7,124196.28571428571,0.03646465655823634
Maia Mansão,People & Blogs,1,148959.0,0.019189172859645942
Maiara & Maraisa - Topic,Music,16,337408.5625,0.010874226177689501
